review_id,order_details_id,rating,review_text,review_date
14030,69356,3,"Average quality, does the job.",2026-07-13
14031,41805,5,"Really happy with this purchase, great quality!",2023-07-18
14032,74290,2,"Disappointed, expected better.",2025-07-11
14033,7321,4,"Really happy with this purchase, great quality!",2026-09-05
14034,66603,3,Decent product for the price.,2025-01-02
14035,13,1,Product did not match the description.,2025-04-17
14036,3214,5,"Loved it, fits perfectly.",2025-01-04
14037,32631,3,"Average quality, does the job.",2026-08-12
14038,38401,2,Not satisfied with the quality.,2025-02-13
14039,88146,4,"Nice product, fast delivery too.",2025-08-25
14040,52935,4,"Loved it, fits perfectly.",2026-09-08
14041,35543,5,"Loved it, fits perfectly.",2024-08-22
14042,78695,3,Decent product for the price.,2026-03-18
14043,81647,2,Product did not match the description.,2025-03-28
14044,86438,3,"It's okay, expected a bit better.",2026-02-26
14045,40748,1,Not satisfied with the quality.,2024-05-11
14046,99305,2,"Disappointed, expected better.",2026-03-22
14047,14836,5,"Exactly as described, will buy again.",2026-09-02
14048,30890,3,Decent product for the price.,2026-03-21
14049,57697,3,Decent product for the price.,2025-10-27
14050,61582,5,"Really happy with this purchase, great quality!",2025-08-29
14051,37971,4,Good value for money.,2023-08-31
14052,42217,5,Good value for money.,2025-02-23
14053,26287,4,"Really happy with this purchase, great quality!",2026-09-11
14054,29340,4,"Loved it, fits perfectly.",2026-08-20
14055,40223,4,Good value for money.,2026-06-30
14056,9268,5,"Loved it, fits perfectly.",2025-10-22
14057,78203,4,Good value for money.,2026-09-14
14058,96782,3,Decent product for the price.,2025-04-18
14059,11705,5,Good value for money.,2025-08-05
14060,50169,5,"Loved it, fits perfectly.",2026-09-12
14061,38989,4,"Nice product, fast delivery too.",2026-08-19
14062,60630,3,"It's okay, expected a bit better.",2025-12-25
14063,1456,5,"Exactly as described, will buy again.",2024-01-15
14064,68503,4,"Really happy with this purchase, great quality!",2026-06-22
14065,95373,4,"Loved it, fits perfectly.",2025-01-20
14066,81907,5,"Exactly as described, will buy again.",2026-09-04
14067,63371,5,"Exactly as described, will buy again.",2026-06-09
14068,21311,5,"Nice product, fast delivery too.",2026-01-29
14069,20495,5,Good value for money.,2026-09-14
14070,39534,5,"Really happy with this purchase, great quality!",2025-11-19
14071,21263,4,"Exactly as described, will buy again.",2026-02-15
14072,21052,4,Good value for money.,2025-06-26
14073,89680,6,"Nice product, fast delivery too.",2024-10-06
14074,22675,4,"Loved it, fits perfectly.",2026-07-12
14075,48579,5,"Really happy with this purchase, great quality!",2024-04-09
14076,71735,2,Product did not match the description.,2026-09-09
14077,33203,5,"Exactly as described, will buy again.",2026-06-29
14078,25314,5,"Nice product, fast delivery too.",2026-06-15
14079,93872,1,Not satisfied with the quality.,2025-03-26
14080,97612,4,Good value for money.,2026-08-24
14081,7668,4,"Loved it, fits perfectly.",2024-10-15
14082,11464,4,Good value for money.,2026-09-04
14083,8853,4,"Loved it, fits perfectly.",2026-05-24
14084,423,3,"It's okay, expected a bit better.",2025-02-13
14085,59776,5,"Nice product, fast delivery too.",2026-09-04
14086,49259,4,"Nice product, fast delivery too.",2025-05-04
14087,93262,3,"Average quality, does the job.",2026-08-19
14088,73216,5,"Really happy with this purchase, great quality!",2026-08-07
14089,95356,2,Product did not match the description.,2026-08-28
14090,76143,4,"Loved it, fits perfectly.",2025-05-15
14091,79821,1,Product did not match the description.,2025-06-04
14092,49526,3,"Average quality, does the job.",2026-02-17
14093,25270,5,"Nice product, fast delivery too.",2026-06-18
14094,35259,3,Decent product for the price.,2025-01-31
14095,22591,3,"Average quality, does the job.",2026-08-31
14096,5897,4,"Loved it, fits perfectly.",2025-05-06
14097,45434,4,"Nice product, fast delivery too.",2026-08-24
14098,42361,3,Decent product for the price.,2025-04-02
14099,54891,3,"Average quality, does the job.",2025-06-19
14100,3544,4,,2026-03-20
14101,87360,3,Decent product for the price.,2024-11-17
14102,97793,5,"Exactly as described, will buy again.",2026-09-07
14103,42175,4,"Nice product, fast delivery too.",2025-12-31
14104,96328,3,"Average quality, does the job.",2025-03-30
14105,98456,5,Good value for money.,2026-05-11
14106,5865,5,"Really happy with this purchase, great quality!",2025-04-12
14107,93492,1,Product did not match the description.,2026-07-04
14108,58526,5,"Really happy with this purchase, great quality!",2026-07-06
14109,82547,3,Decent product for the price.,2026-02-23
14110,77206,5,"Really happy with this purchase, great quality!",2025-11-10
14111,48406,4,Good value for money.,2026-01-25
14112,22838,5,"Nice product, fast delivery too.",2026-08-18
14113,11565,0,Good value for money.,2026-08-26
14114,76878,3,"It's okay, expected a bit better.",2026-04-16
14115,98770,5,Good value for money.,2026-03-31
14116,17233,4,"Really happy with this purchase, great quality!",2026-09-10
14117,50950,3,"Average quality, does the job.",2025-10-23
14118,41993,5,"Nice product, fast delivery too.",2024-08-13
14119,19422,2,Product did not match the description.,2026-07-07
14120,65993,3,"It's okay, expected a bit better.",2026-07-05
14121,49685,5,"Really happy with this purchase, great quality!",2026-05-09
14122,74392,5,"Loved it, fits perfectly.",2025-03-18
14123,92100,2,Product did not match the description.,2024-11-06
14124,36261,4,"Loved it, fits perfectly.",2026-06-23
14125,67958,4,,2026-07-11
14126,10444,5,"Exactly as described, will buy again.",2026-01-09
14127,44578,5,"Loved it, fits perfectly.",2025-10-12
14128,89661,5,Good value for money.,2026-03-28
14129,17729,4,"Loved it, fits perfectly.",2025-01-16
14130,92443,4,"Nice product, fast delivery too.",2025-05-06
14131,64706,3,"Average quality, does the job.",2025-11-29
14132,33421,5,"Nice product, fast delivery too.",2024-04-07
14133,70685,5,"Exactly as described, will buy again.",2025-11-15
14134,30992,5,"Loved it, fits perfectly.",2025-10-26
14135,42219,3,"It's okay, expected a bit better.",2025-02-17
14136,94530,2,Not satisfied with the quality.,2026-08-31
14137,8648,5,Good value for money.,2025-06-04
14138,66535,5,"Nice product, fast delivery too.",2026-03-25
14139,4391,2,Product did not match the description.,2025-08-30
14140,49084,5,"Nice product, fast delivery too.",2026-09-12
14141,69430,5,"Loved it, fits perfectly.",2024-02-29
14142,35424,2,"Disappointed, expected better.",2026-08-26
14143,9654,5,"Nice product, fast delivery too.",2023-12-05
14144,92690,5,"Loved it, fits perfectly.",2026-03-30
14145,12223,4,"Loved it, fits perfectly.",2026-08-09
14146,82580,5,"Nice product, fast delivery too.",2026-05-12
14147,50277,1,Not satisfied with the quality.,2024-08-20
14148,24397,5,"Nice product, fast delivery too.",2025-05-12
14149,28904,3,"It's okay, expected a bit better.",2026-01-14
14150,79380,5,"Nice product, fast delivery too.",2025-12-18
14151,63453,5,"Really happy with this purchase, great quality!",2026-08-10
14152,19772,4,Good value for money.,2026-09-06
14153,17354,5,Good value for money.,2026-08-04
14154,54495,4,"Really happy with this purchase, great quality!",2023-10-19
14155,29249,4,Good value for money.,2024-08-27
14156,72503,4,"Loved it, fits perfectly.",2025-08-17
14157,29524,4,"Loved it, fits perfectly.",2024-11-05
14158,67566,5,"Exactly as described, will buy again.",2026-08-26
14159,16011,4,"Exactly as described, will buy again.",2026-09-06
14160,5781,5,"Really happy with this purchase, great quality!",2026-01-30
14161,92900,1,Not satisfied with the quality.,2026-09-03
14162,41163,4,Good value for money.,2026-03-28
14163,48367,2,Product did not match the description.,2026-07-18
14164,32289,5,Good value for money.,2025-01-27
14165,86008,3,Decent product for the price.,2025-01-04
14166,34319,5,"Really happy with this purchase, great quality!",2026-03-10
14167,71255,3,Decent product for the price.,2026-02-01
14168,80517,4,"Exactly as described, will buy again.",2025-08-19
14169,40411,-1,"Really happy with this purchase, great quality!",2024-08-19
14170,489,5,"Loved it, fits perfectly.",2026-02-14
14171,47587,3,"Average quality, does the job.",2026-08-29
14172,76167,5,Good value for money.,2025-07-30
14173,60964,4,"Really happy with this purchase, great quality!",2025-06-03
14174,84124,5,"Nice product, fast delivery too.",2026-01-18
14175,69041,2,"Disappointed, expected better.",2026-06-07
14176,96669,1,Product did not match the description.,2026-07-06
14177,19251,3,"Average quality, does the job.",2024-10-08
14178,30906,5,"Really happy with this purchase, great quality!",2024-01-21
14179,45313,1,"Disappointed, expected better.",2026-06-30
14180,93581,4,"Exactly as described, will buy again.",2024-01-21
14181,23417,4,Good value for money.,2025-02-10
14182,12674,3,Decent product for the price.,2026-03-07
14183,80647,3,"It's okay, expected a bit better.",2024-11-21
14184,41332,2,Product did not match the description.,2026-09-05
14185,48819,1,Product did not match the description.,2025-05-30
14186,99658,5,"Loved it, fits perfectly.",2024-03-17
14187,84127,4,"Exactly as described, will buy again.",2024-08-23
14188,76753,1,Not satisfied with the quality.,2026-02-15
14189,10893,5,"Loved it, fits perfectly.",2026-09-06
14190,54499,4,"Really happy with this purchase, great quality!",2023-11-05
14191,62388,3,"It's okay, expected a bit better.",2026-03-31
14192,45433,5,"Exactly as described, will buy again.",2026-09-09
14193,92665,5,"Exactly as described, will buy again.",2024-02-01
14194,31940,5,"Nice product, fast delivery too.",2025-11-05
14195,42586,4,"Nice product, fast delivery too.",2026-06-12
14196,4814,4,"Nice product, fast delivery too.",2025-08-18
14197,60652,5,"Really happy with this purchase, great quality!",2026-06-18
14198,68746,5,"Nice product, fast delivery too.",2026-09-12
14199,62170,3,"Average quality, does the job.",2025-03-30
14200,50324,4,"Nice product, fast delivery too.",2025-12-06
14201,23909,5,Good value for money.,2026-01-14
14202,65654,2,"Disappointed, expected better.",2024-02-08
14203,9862,3,"It's okay, expected a bit better.",2026-08-27
14204,35551,5,,2024-11-27
14205,44038,3,"It's okay, expected a bit better.",2024-05-01
14206,29757,4,"Exactly as described, will buy again.",2026-09-02
14207,15100,4,"Exactly as described, will buy again.",2025-12-03
14208,54153,3,Decent product for the price.,2025-09-21
14209,97731,4,,2026-06-09
14210,73651,4,"Really happy with this purchase, great quality!",2026-09-15
14211,67862,4,"Exactly as described, will buy again.",2026-03-21
14212,7760,2,Product did not match the description.,2025-10-26
14213,58574,5,"Exactly as described, will buy again.",2025-01-06
14214,71644,4,Good value for money.,2025-12-14
14215,66217,3,"It's okay, expected a bit better.",2026-08-26
14216,75942,3,Decent product for the price.,2025-05-29
14217,50306,5,"Exactly as described, will buy again.",2026-07-02
14218,98812,5,"Nice product, fast delivery too.",2025-10-25
14219,36463,5,"Exactly as described, will buy again.",2026-01-07
14220,88998,2,"Disappointed, expected better.",2026-01-12
14221,47857,5,"Exactly as described, will buy again.",2024-04-29
14222,56132,3,"Average quality, does the job.",2026-07-01
14223,25645,5,"Exactly as described, will buy again.",2026-08-23
14224,14370,1,Not satisfied with the quality.,2026-05-08
14225,86966,5,"Loved it, fits perfectly.",2025-12-17
14226,38958,5,"Nice product, fast delivery too.",2026-07-21
14227,17188,3,Decent product for the price.,2025-07-03
14228,27831,5,"Loved it, fits perfectly.",2025-09-01
14229,10728,1,Product did not match the description.,2026-06-27
14230,28036,4,Good value for money.,2026-06-26
14231,50590,3,Decent product for the price.,2025-08-18
14232,6200,3,"Average quality, does the job.",2025-04-22
14233,61894,3,Decent product for the price.,2024-04-10
14234,16167,-1,"Loved it, fits perfectly.",2026-02-06
14235,63285,3,Decent product for the price.,2026-02-23
14236,68509,3,"Average quality, does the job.",2026-07-03
14237,62630,3,Decent product for the price.,2023-11-14
14238,66936,5,"Loved it, fits perfectly.",2026-07-04
14239,12291,5,"Really happy with this purchase, great quality!",2026-08-28
14240,60423,4,"Exactly as described, will buy again.",2026-09-01
14241,79448,4,"Loved it, fits perfectly.",2026-08-03
14242,97719,3,Decent product for the price.,2026-08-28
14243,26869,5,"Exactly as described, will buy again.",2026-04-12
14244,81061,1,"Disappointed, expected better.",2026-08-16
14245,3565,5,"Nice product, fast delivery too.",2024-12-23
14246,42841,4,Good value for money.,2026-07-14
14247,32124,3,"It's okay, expected a bit better.",2026-02-06
14248,51919,4,"Nice product, fast delivery too.",2024-07-11
14249,85587,5,"Really happy with this purchase, great quality!",2026-01-25
14250,77343,6,,2024-06-17
14251,66332,4,"Really happy with this purchase, great quality!",2025-02-15
14252,30180,4,,2026-06-03
14253,72711,5,"Loved it, fits perfectly.",2026-07-01
14254,33228,5,"Exactly as described, will buy again.",2025-08-04
14255,34793,2,"Disappointed, expected better.",2023-11-21
14256,28458,5,"Loved it, fits perfectly.",2025-08-17
14257,70161,3,"Average quality, does the job.",2025-10-20
14258,72669,5,"Loved it, fits perfectly.",2026-04-29
14259,46989,4,"Really happy with this purchase, great quality!",2026-02-16
14260,53207,5,"Really happy with this purchase, great quality!",2026-07-06
14261,100149,3,"Average quality, does the job.",2024-05-06
14262,30487,3,"Average quality, does the job.",2025-02-24
14263,47316,-1,"Exactly as described, will buy again.",2026-01-10
14264,29705,4,"Really happy with this purchase, great quality!",2026-05-12
14265,37182,5,"Really happy with this purchase, great quality!",2025-05-22
14266,44064,4,"Nice product, fast delivery too.",2026-09-11
14267,85213,5,Good value for money.,2026-06-14
14268,58649,3,Decent product for the price.,2025-05-25
14269,15837,5,"Nice product, fast delivery too.",2024-01-09
14270,97866,4,"Exactly as described, will buy again.",2026-07-01
14271,9681,5,"Really happy with this purchase, great quality!",2024-10-08
14272,31600,5,Good value for money.,2026-02-25
14273,37735,5,"Exactly as described, will buy again.",2026-03-28
14274,66959,5,"Really happy with this purchase, great quality!",2026-08-24
14275,53401,5,"Nice product, fast delivery too.",2024-11-27
14276,92093,4,"Really happy with this purchase, great quality!",2024-09-11
14277,32654,2,Not satisfied with the quality.,2025-07-04
14278,93348,2,Not satisfied with the quality.,2026-04-04
14279,235,5,"Really happy with this purchase, great quality!",2026-01-17
14280,91095,5,"Exactly as described, will buy again.",2026-06-16
14281,37805,5,"Loved it, fits perfectly.",2026-01-09
14282,96539,4,"Nice product, fast delivery too.",2026-04-08
14283,5556,5,"Loved it, fits perfectly.",2026-04-12
14284,95133,5,Good value for money.,2025-01-31
14285,25197,4,"Exactly as described, will buy again.",2026-05-10
14286,83896,6,"Nice product, fast delivery too.",2026-06-04
14287,73053,1,"Disappointed, expected better.",2026-01-21
14288,41312,3,"Average quality, does the job.",2026-03-22
14289,57683,3,,2025-11-10
14290,3707,4,"Exactly as described, will buy again.",2026-08-03
14291,4068,4,Good value for money.,2026-08-21
14292,9759,2,"Disappointed, expected better.",2026-09-08
14293,74218,5,"Exactly as described, will buy again.",2024-06-11
14294,57666,4,"Really happy with this purchase, great quality!",2026-03-28
14295,59734,5,"Exactly as described, will buy again.",2026-06-17
14296,84236,3,"It's okay, expected a bit better.",2026-09-05
14297,72365,5,"Nice product, fast delivery too.",2026-03-25
14298,97291,5,"Nice product, fast delivery too.",2026-08-24
14299,17061,5,Good value for money.,2026-01-21
14300,98363,5,"Exactly as described, will buy again.",2026-07-05
14301,998,5,Good value for money.,2023-05-31
14302,8719,5,"Loved it, fits perfectly.",2026-08-24
14303,90026,5,"Really happy with this purchase, great quality!",2026-06-08
14304,44314,5,"Really happy with this purchase, great quality!",2024-06-20
14305,43798,5,"Really happy with this purchase, great quality!",2026-06-11
14306,64454,2,Not satisfied with the quality.,2026-06-30
14307,14016,3,"Average quality, does the job.",2026-02-01
14308,59581,2,Not satisfied with the quality.,2024-09-02
14309,22149,4,"Loved it, fits perfectly.",2025-08-26
14310,29909,4,"Really happy with this purchase, great quality!",2025-11-25
14311,3243,5,"Exactly as described, will buy again.",2026-05-28
14312,80887,4,"Really happy with this purchase, great quality!",2026-08-18
14313,98369,5,"Exactly as described, will buy again.",2026-07-06
14314,75208,4,Good value for money.,2025-11-03
14315,51509,4,"Really happy with this purchase, great quality!",2025-09-04
14316,2322,4,"Exactly as described, will buy again.",2026-01-01
14317,3471,5,"Loved it, fits perfectly.",2026-04-29
14318,54074,4,Good value for money.,2025-02-18
14319,13537,4,"Loved it, fits perfectly.",2026-04-27
14320,9685,5,"Exactly as described, will buy again.",2024-10-23
14321,40358,4,"Exactly as described, will buy again.",2026-09-01
14322,74620,5,"Loved it, fits perfectly.",2025-10-24
14323,74068,4,Good value for money.,2026-05-13
14324,74200,4,Good value for money.,2023-11-23
14325,70658,2,Product did not match the description.,2025-08-21
14326,48699,5,Good value for money.,2026-08-09
14327,36473,3,"It's okay, expected a bit better.",2026-05-06
14328,35091,2,Not satisfied with the quality.,2025-12-05
14329,10371,3,"It's okay, expected a bit better.",2023-07-18
14330,87040,5,"Nice product, fast delivery too.",2025-11-23
14331,42745,4,"Exactly as described, will buy again.",2025-07-13
14332,54743,4,"Nice product, fast delivery too.",2025-11-25
14333,83348,2,Product did not match the description.,2026-07-25
14334,6179,3,"Average quality, does the job.",2026-01-22
14335,74044,4,"Really happy with this purchase, great quality!",2025-04-05
14336,48574,3,,2024-02-06
14337,41064,5,"Really happy with this purchase, great quality!",2026-08-28
14338,20848,5,Good value for money.,2026-04-01
14339,27294,2,Product did not match the description.,2025-08-29
14340,66158,0,"Really happy with this purchase, great quality!",2026-07-15
14341,8211,4,"Really happy with this purchase, great quality!",2024-11-21
14342,48071,4,"Nice product, fast delivery too.",2025-11-17
14343,3737,3,"Average quality, does the job.",2026-06-08
14344,48139,4,"Exactly as described, will buy again.",2025-08-09
14345,55472,5,"Really happy with this purchase, great quality!",2024-06-15
14346,9871,5,"Exactly as described, will buy again.",2025-05-02
14347,37332,5,"Exactly as described, will buy again.",2026-08-21
14348,5519,1,Not satisfied with the quality.,2025-06-05
14349,82373,3,"It's okay, expected a bit better.",2025-06-09
14350,42303,2,,2026-05-05
14351,81985,4,Good value for money.,2023-11-03
14352,97852,3,Decent product for the price.,2024-11-14
14353,79173,3,"It's okay, expected a bit better.",2026-05-01
14354,52908,5,"Nice product, fast delivery too.",2026-06-27
14355,48312,5,"Loved it, fits perfectly.",2026-02-18
14356,83335,3,"It's okay, expected a bit better.",2025-11-30
14357,30360,4,"Loved it, fits perfectly.",2026-03-17
14358,36118,3,"Average quality, does the job.",2025-02-07
14359,1072,4,"Really happy with this purchase, great quality!",2026-01-18
14360,72649,3,"It's okay, expected a bit better.",2026-01-09
14361,75911,5,"Really happy with this purchase, great quality!",2026-04-28
14362,52195,5,Good value for money.,2025-09-08
14363,9482,3,"Average quality, does the job.",2026-02-15
14364,72712,3,"It's okay, expected a bit better.",2026-06-26
14365,98515,5,"Nice product, fast delivery too.",2026-03-22
14366,77539,4,"Exactly as described, will buy again.",2026-09-08
14367,1944,2,Product did not match the description.,2026-06-13
14368,13426,3,"Average quality, does the job.",2025-11-18
14369,97664,4,Good value for money.,2024-11-02
14370,53964,5,Good value for money.,2024-08-21
14371,96107,2,"Disappointed, expected better.",2026-07-18
14372,72148,4,"Exactly as described, will buy again.",2026-07-19
14373,74399,5,"Exactly as described, will buy again.",2025-06-16
14374,65682,4,Good value for money.,2025-11-05
14375,99452,3,"Average quality, does the job.",2025-08-22
14376,7899,3,"Average quality, does the job.",2026-08-21
14377,9315,5,"Nice product, fast delivery too.",2026-01-04
14378,85021,-1,"Loved it, fits perfectly.",2025-01-04
14379,64024,5,"Loved it, fits perfectly.",2023-10-04
14380,9655,3,,2023-11-26
14381,58253,2,Not satisfied with the quality.,2026-07-06
14382,27334,4,"Loved it, fits perfectly.",2026-01-13
14383,97001,3,Decent product for the price.,2025-02-08
14384,47565,4,"Nice product, fast delivery too.",2026-08-08
14385,89266,4,"Loved it, fits perfectly.",2024-02-14
14386,27114,3,"It's okay, expected a bit better.",2025-12-26
14387,44643,4,"Nice product, fast delivery too.",2025-06-22
14388,3335,2,Product did not match the description.,2025-11-18
14389,37658,3,"It's okay, expected a bit better.",2026-01-03
14390,80174,4,"Nice product, fast delivery too.",2026-06-09
14391,26864,2,Product did not match the description.,2026-01-28
14392,61835,4,"Really happy with this purchase, great quality!",2026-08-05
14393,27732,4,"Nice product, fast delivery too.",2026-06-21
14394,16269,5,Good value for money.,2025-05-13
14395,76850,4,"Loved it, fits perfectly.",2025-11-22
14396,89690,4,"Exactly as described, will buy again.",2025-02-26
14397,76840,4,"Nice product, fast delivery too.",2025-10-16
14398,3481,5,"Really happy with this purchase, great quality!",2026-07-16
14399,52358,4,"Really happy with this purchase, great quality!",2024-12-03
14400,46781,5,"Exactly as described, will buy again.",2025-03-20
14401,90356,4,"Really happy with this purchase, great quality!",2025-10-24
14402,13342,3,"It's okay, expected a bit better.",2025-05-01
14403,2315,5,"Really happy with this purchase, great quality!",2025-11-18
14404,53813,4,"Loved it, fits perfectly.",2023-12-19
14405,25127,3,"It's okay, expected a bit better.",2026-06-22
14406,8525,5,"Nice product, fast delivery too.",2025-07-20
14407,70870,4,"Loved it, fits perfectly.",2025-11-19
14408,91538,4,"Really happy with this purchase, great quality!",2024-11-16
14409,68153,5,"Loved it, fits perfectly.",2026-09-02
14410,51631,5,Good value for money.,2025-09-05
14411,4652,3,"Average quality, does the job.",2026-04-02
14412,21125,5,"Loved it, fits perfectly.",2026-03-06
14413,62913,5,"Nice product, fast delivery too.",2026-08-22
14414,53543,4,"Nice product, fast delivery too.",2026-09-13
14415,72555,3,Decent product for the price.,2023-03-20
14416,18635,5,"Nice product, fast delivery too.",2024-12-18
14417,46713,1,"Disappointed, expected better.",2024-11-15
14418,78003,3,"It's okay, expected a bit better.",2025-03-22
14419,88553,5,"Loved it, fits perfectly.",2025-10-23
14420,30887,4,Good value for money.,2026-03-20
14421,71588,5,"Exactly as described, will buy again.",2025-12-11
14422,83845,2,Product did not match the description.,2025-10-29
14423,45446,5,"Exactly as described, will buy again.",2026-08-26
14424,93168,5,"Really happy with this purchase, great quality!",2026-07-03
14425,64987,2,Product did not match the description.,2025-03-14
14426,1102,4,"Exactly as described, will buy again.",2026-09-15
14427,64342,6,"Exactly as described, will buy again.",2025-11-02
14428,51471,4,"Nice product, fast delivery too.",2026-06-18
14429,33156,3,Decent product for the price.,2026-03-24
14430,47090,5,"Exactly as described, will buy again.",2026-03-07
14431,239,3,"Average quality, does the job.",2026-03-06
14432,58626,5,"Really happy with this purchase, great quality!",2025-09-18
14433,73269,5,"Really happy with this purchase, great quality!",2026-08-30
14434,91340,3,Decent product for the price.,2026-03-16
14435,27456,3,,2025-05-15
14436,56080,4,"Exactly as described, will buy again.",2024-07-02
14437,43801,3,"It's okay, expected a bit better.",2026-06-15
14438,63771,4,"Really happy with this purchase, great quality!",2025-03-16
14439,30405,1,Product did not match the description.,2025-03-30
14440,46817,5,"Really happy with this purchase, great quality!",2026-01-20
14441,29210,3,Decent product for the price.,2024-11-12
14442,38877,5,"Really happy with this purchase, great quality!",2026-08-11
14443,16300,4,"Nice product, fast delivery too.",2026-01-26
14444,57065,4,"Really happy with this purchase, great quality!",2025-05-02
14445,87340,4,"Nice product, fast delivery too.",2024-01-31
14446,81330,4,"Nice product, fast delivery too.",2026-04-11
14447,26392,5,"Loved it, fits perfectly.",2026-06-04
14448,17616,3,Decent product for the price.,2025-12-02
14449,2713,5,"Nice product, fast delivery too.",2026-02-13
14450,33487,5,Good value for money.,2025-08-24
14451,64928,1,Product did not match the description.,2025-04-05
14452,61297,4,"Loved it, fits perfectly.",2023-09-02
14453,56919,5,"Nice product, fast delivery too.",2025-08-18
14454,35779,4,"Really happy with this purchase, great quality!",2026-06-28
14455,768,1,"Disappointed, expected better.",2025-12-06
14456,5797,5,Good value for money.,2026-01-07
14457,25404,4,"Really happy with this purchase, great quality!",2026-02-06
14458,36238,4,"Exactly as described, will buy again.",2026-09-07
14459,3052,5,"Exactly as described, will buy again.",2025-01-01
14460,92713,4,"Nice product, fast delivery too.",2025-03-10
14461,33044,3,Decent product for the price.,2025-10-29
14462,100158,5,"Loved it, fits perfectly.",2025-12-21
14463,97186,3,Decent product for the price.,2026-01-20
14464,62864,4,"Loved it, fits perfectly.",2026-04-05
14465,99731,5,"Exactly as described, will buy again.",2026-09-01
14466,69824,3,"Average quality, does the job.",2025-03-02
14467,24611,5,"Nice product, fast delivery too.",2026-06-13
14468,15130,5,"Exactly as described, will buy again.",2026-07-06
14469,24227,5,"Loved it, fits perfectly.",2026-08-31
14470,70874,5,"Exactly as described, will buy again.",2025-11-29
14471,54425,5,"Really happy with this purchase, great quality!",2026-08-29
14472,6927,3,Decent product for the price.,2026-03-04
14473,69929,3,"Average quality, does the job.",2026-06-20
14474,32503,4,"Loved it, fits perfectly.",2025-01-27
14475,12105,4,"Exactly as described, will buy again.",2026-09-06
14476,69791,3,"Average quality, does the job.",2025-02-18
14477,19683,1,Not satisfied with the quality.,2026-05-22
14478,94455,4,"Really happy with this purchase, great quality!",2026-08-26
14479,31257,5,"Nice product, fast delivery too.",2026-08-21
14480,99291,2,Not satisfied with the quality.,2024-11-18
14481,46234,3,"It's okay, expected a bit better.",2026-01-19
14482,67470,5,"Really happy with this purchase, great quality!",2025-06-20
14483,14759,3,Decent product for the price.,2026-04-05
14484,25454,5,"Loved it, fits perfectly.",2026-08-30
14485,69881,4,"Really happy with this purchase, great quality!",2026-07-01
14486,47576,4,"Loved it, fits perfectly.",2026-09-06
14487,4287,3,"It's okay, expected a bit better.",2024-08-13
14488,14527,4,"Exactly as described, will buy again.",2026-03-16
14489,58503,5,Good value for money.,2026-06-24
14490,36601,5,"Nice product, fast delivery too.",2025-07-30
14491,12773,5,"Really happy with this purchase, great quality!",2026-03-05
14492,72914,2,"Disappointed, expected better.",2025-01-25
14493,80083,4,"Exactly as described, will buy again.",2024-11-22
14494,90454,5,Good value for money.,2026-07-16
14495,19226,4,"Really happy with this purchase, great quality!",2025-06-22
14496,46701,4,"Really happy with this purchase, great quality!",2024-08-13
14497,88133,4,"Really happy with this purchase, great quality!",2026-09-10
14498,98495,4,"Nice product, fast delivery too.",2026-08-22
14499,13897,3,Decent product for the price.,2026-07-18
14500,92314,5,Good value for money.,2023-10-13
14501,59185,5,"Loved it, fits perfectly.",2025-08-19
14502,2679,2,Product did not match the description.,2026-01-19
14503,57897,5,Good value for money.,2026-09-10
14504,52661,4,"Really happy with this purchase, great quality!",2025-10-16
14505,1336,4,"Loved it, fits perfectly.",2025-11-03
14506,57948,5,"Loved it, fits perfectly.",2026-09-12
14507,8680,3,Decent product for the price.,2025-08-26
14508,80307,3,"It's okay, expected a bit better.",2026-08-19
14509,57499,3,"Average quality, does the job.",2025-09-06
14510,38091,4,"Exactly as described, will buy again.",2026-08-20
14511,37648,3,"It's okay, expected a bit better.",2025-09-12
14512,45323,4,Good value for money.,2026-07-17
14513,96134,5,Good value for money.,2026-08-30
14514,95208,4,"Loved it, fits perfectly.",2026-08-14
14515,36555,4,"Loved it, fits perfectly.",2025-10-23
14516,19747,5,Good value for money.,2025-11-14
14517,73872,5,Good value for money.,2026-04-23
14518,25702,2,"Disappointed, expected better.",2024-09-27
14519,23084,5,Good value for money.,2025-11-14
14520,2744,3,"Average quality, does the job.",2026-05-05
14521,62320,5,Good value for money.,2025-07-03
14522,54667,4,"Really happy with this purchase, great quality!",2026-01-29
14523,85603,5,Good value for money.,2025-09-17
14524,88530,4,"Really happy with this purchase, great quality!",2025-08-12
14525,38796,5,"Loved it, fits perfectly.",2026-09-09
14526,642,5,Good value for money.,2023-04-23
14527,21126,4,"Exactly as described, will buy again.",2026-03-20
14528,15664,3,"Average quality, does the job.",2026-01-23
14529,62661,5,"Loved it, fits perfectly.",2025-07-10
14530,7159,4,"Exactly as described, will buy again.",2024-09-29
14531,88368,5,"Loved it, fits perfectly.",2024-11-11
14532,45352,4,"Nice product, fast delivery too.",2026-05-10
14533,93149,5,"Exactly as described, will buy again.",2026-08-05
14534,4953,4,Good value for money.,2026-01-05
14535,41342,5,"Loved it, fits perfectly.",2025-10-07
14536,90632,4,"Nice product, fast delivery too.",2026-09-05
14537,18078,3,"It's okay, expected a bit better.",2024-11-09
14538,55974,4,"Really happy with this purchase, great quality!",2026-07-14
14539,34479,5,Good value for money.,2024-11-04
14540,93320,-1,Good value for money.,2025-07-03
14541,17480,5,"Nice product, fast delivery too.",2023-07-24
14542,2379,3,Decent product for the price.,2026-09-04
